Title,Author,Description,Publishment_year,Num_of_pages,Bio-description
"
Nie będzie żadnej rewolucji
",['Kazimierz Rajnerowicz'],"Bałuty, czołgi, punk rock, zbuntowana młodzież i wtedy oni wchodzą cali na czarno. W latach 90. XX wieku przez Łódź przeszła prawdziwa burza zmian.  Zespół Cool Kids of Death, jak sama nazwa wskazuje, pochodzi właśnie z Łodzi. Jego przekaz był jednak szerszy, wyrażający niepokoje tzw. Generacji NIC. Czy naprawdę kilkanaście lat po przełomie 1989 roku młodym ludziom pozostawała albo mrówcza praca w korpo, albo rzucanie butelkami z benzyną? To nie jest kolejna historia wzlotu i upadku rockowego zespołu. To podróż w czasie do epoki bazarowego kapitalizmu, kaset VHS, przegrywanych płyt CD i traconych złudzeń. ",2019,320,"[['Psychofan Cool Kids of Death, absolwent UAM, dziennikarz współpracujący m.in. z dwutygodnik.com.']]"
"
Mówić prawdę
",['Josef Formánek'],"Powieść na podstawie prawdziwych wydarzeń.  Wojna, ludzkie cierpienie, ale też miłość do życia, skrywane marzenia, siła i odwaga człowieka uwikłanego w wielką historię. Bernard Mares, bękart spłodzony w wyniku mezaliansu i podrzucony pod drzwiami kościoła, w poszukiwaniu namiastki rodziny decyduje się wstąpić do SS. Później zostaje żołnierzem Armii Czerwonej, najmłodszym regionalnym sekretarzem Partii Komunistycznej, więźniem, milionerem i jedynym lokatorem wysypiska śmieci. Kilkakrotnie bliski śmierci, spotkał wielką miłość, stracił ją i szukał jej ponownie. Podobnie jak odpowiedzi na pytanie: jakie jest znaczenie ludzkiego życia? Ta ekscytująca, okrutna, niewiarygodna, ale prawdziwa historia rozgrywa się w Austrii, Czechosłowacji, Niemczech, Rosji, Indonezji i Wenezueli. Wysłuchując i opisując opowieść Maresa, autor jednocześnie rozlicza się ze swoim własnym życiem.  Wielka powieść, jakich prawie się już dziś nie pisze.",2019,480,"[['Pisarz, dziennikarz podróżnik.']]"
"
Festiwale wyklęte
",['Bartosz Żurawiecki'],"Festiwale w Zielonej Górze i Kołobrzegu funkcjonowały w PRL-u na tych samych prawach co Sopot i Opole, ale po '89 roku postanowiono wymazać je z powszechnej pamięci. Bartosz Żurawiecki, znany krytyk filmowy, debiutuje reportażem w którym przypomina największe gwiazdy występujące na ""festiwalach wyklętych"" i przepytuje wykonawców dla których udział w Kołobrzegu lub Zielonej Górze okazał się w III RP ""pocałunkiem śmierci"".  W Kołobrzegu i Zielonej Górze regularnie występowali: Maryla Rodowicz, Czesław Niemen, Anna German, Anna Jantar, Zdzisława Sośnicka. To w Zielonej Górze odkryto Izabelę Trojanowską, Urszulę, Małgorzatę Ostrowską, Janusza Panasewicza, Mieczysława Szczęśniaka, Michała Bajora.",2019,0,"[['Bartosz Żurawiecki (ur. 1971)', 'dziennikarz, krytyk filmowy, felietonista i pisarz. Szef działu recenzji w miesięczniku ""Kino"". Laureat Nagrody im. Krzysztofa Mętraka (1996) i Nagrody PISF-u (2014). Autor powieści Trzech panów w łóżku, nie licząc kota (2005), Ja, czyli 66 moich miłości (2007), Nieobecni (KP 2011) i Do Lolelaj. Gejowska utopia (2017), a także zbioru dramatów Erotica alla polacca (2005). W 2001 roku był jednym z założycieli Kampanii Przeciw Homofobii (KPH).']]"
"
Zjadanie zwierząt
",['Jonathan Safran Foer'],"Gdy Jonathanowi Safranowi Foerowi urodził się syn, chciał się dowiedzieć, jak powinien go karmić i czym naprawdę jest mięso. Skąd pochodzi? Jak się je produkuje? Jak traktowane są zwierzęta i czy to ważne? Jak zjadanie zwierząt wpływa na gospodarkę, społeczeństwo i środowisko? Wyniki tego śledztwa sprawiły, że stanął twarzą w twarz z rzeczywistością, której jako obywatel nie mógł zignorować, a jako pisarz nie mógł przemilczeć.",0,352,"[['Jonathan Safran Foer (1977) studiował filozofię. Jego opowiadania publikowały m.in. „The New Yorker”, „Paris Review” i „Conjunctions”. W 2002 roku wydał swoją debiutancką powieść Wszystko jest iluminacją. Została ona uznana za jedno z najważniejszych wydarzeń literackich ostatnich lat, natychmiast stała się światowym bestsellerem, uhonorowano ją wieloma nagrodami, m.in. The Guardian First Book Prize, The National Jewish Book Award. Dotychczas przetłumaczono ją na ponad dwadzieścia języków, powstał również film o tym samym tytule, w reżyserii Lieva Schreibera. W 2005 roku ukazała się jego druga powieść Strasznie głośno, niesamowicie blisko, której ekranizacja trafiła na ekrany kin w 2012 roku. Wydane w 2009 roku Zjadanie zwierząt jest światowym bestsellerem i zostało przetłumaczone na kilkanaście języków.']]"
"
Krótka historia myśli politycznej
",['Marcin Król'],"Książka Marcina Króla to klasyczna pozycja z zakresu historii myśli politycznej, która do lat nie schodzi z sylabusów kierunków humanistycznych. Wybitny polski historyk idei i filozof polityki sięga tu po najważniejszych nowożytnych myślicieli politycznych (od Machiavellego do Arendt), by dowiedzieć się od nich, czym jest demokracja i jak możemy rozumieć wolność. Klarowny styl autora pozwala z łatwością zrozumieć skomplikowane często spory teoretyków polityki. Wznowiona po 20 latach od pierwszego wydania, zmieniona i uzupełniona na potrzeby nowej edycji książka nie tylko zyskuje w dzisiejszej Polsce nową aktualność, ale wpisuje się w zestaw lektur obowiązkowych świadomego obywatela.",0,0,"[['Marcin Król (1944)', 'filozof polityki i historyk idei, profesor nauk humanistycznych, profesor zwyczajny Uniwersytetu Warszawskiego, publicysta.']]"
"
Ford. Reżyser
",['Michał Danielewicz'],"Aleksander Ford na świat przychodzi jako Mosze Lifszyc. Mosze ucieka przed nędzą pracy w fabryce, Aleksandra napędza ambicja i wiara w siebie. Pierwszy nigdy nie zrobił matury, drugi zmyśla studia na wydziale historii sztuki. Obaj kochają kino, które wciąż jeszcze jest nieme. Aleksander Ford debiutuje w wieku 21 lat, trzy lata później odbiera nagrodę za najlepszy film roku.  Ma talent, ale zamiast prostej ścieżki kariery wybiera niełatwą drogę twórcy zaangażowanego. Lawiruje pomiędzy komercyjnymi wymogami prymitywnego rynku filmowego, państwową cenzurą oraz ambicją robienia filmów „istotnych społecznie”. Wyrasta na pierwszego filmowego buntownika II RP. Przyparty do ściany, woli zrezygnować z gotowego filmu niż okroić go zgodnie z zaleceniami cenzury. Przez lata na peryferiach branży, po wojnie ląduje na szczycie. Znajomi obejmują najwyższe stanowiska w Polsce Ludowej – oni wybierają politykę na całego, on chce robić filmy i wreszcie żyć jak uznany reżyser. Ludzie niewiele mogą o nim powiedzieć, za to wszyscy pamiętają, czym jeździł. Dobre samochody, kobiety i garnitury szyte na miarę – tego ma sporo, i tylko filmów niewiele. W nowej Polsce ciężko je robić nawet komuś takiemu jak on. Władza oczekuje, że będzie trzymać się bezpiecznych tematów, ale on nie byłby wtedy Fordem.  Obraz człowieka wyłaniający się z dostępnych przekazów i wspomnień daleki jest od jednoznaczności. Komunista w mercedesie. Pamiętliwy satrapa, który wchodząc na plan filmowy każdego członka ekipy wita serdecznym uściskiem dłoni. Twórca chętnie korzystający z politycznych koneksji, którego Polański wspomina jako „niebywale kompetentnego filmowca”. W swych filmach nieraz podważa narodowe mity, ale potrafi je też podsycać. W swym środowisku budzi przeważnie niechęć. Kiedy w marcu ’68 staje się głównym celem ataków w świecie filmowym, nikt nie staje w jego obronie.",2019,0,"[['Z wykształcenia socjolog, z zawodu badacz. Sporo jeździ, rozmawia z różnymi ludźmi i pisze raporty. Wierzy, że każdy ma swoją mądrość. Na gruncie zawodowym dorobił się kilku natręctw. Fascynuje go nieuchronne przeplatanie się ludzkich wyobrażeń o rzeczywistości z nią samą. Uważa, że pisanie to przede wszystkim opowiadanie historii. Szczególnie interesują go wątki dotykające tego, co ludzi łączy, dzieli i różnicuje. Ta książka jest jego literackim debiutem.fot. Agnieszka Słodownik']]"
"
Krytyka Polityczna nr 47: Przychodnia
",['Opracowanie Zbiorowe'],"Przychodnia  Publikowane w 47 numerze Krytyki Politycznej wywiady to nie jest typowa dziennikarska robota. W zasadzie z dziennikarstwem mają niewiele wspólnego. Powstawały w dość specyficznych okolicznościach, które najogólniej możemy nazwać sztuką.  Pod koniec października 2016 roku na placu Cyryla w Poznaniu Łukasz Surowiec we współpracy z Teatrem Ósmego dnia oraz Małym Domem Kultury otworzył Przychodnię. Przez kilka dni położony na parterze lokal, w którym wcześniej znajdowała się pralnia, stał się przestrzenią do rozegrania głęboko zanurzonego w życiu spektaklu. Jego bohaterami stali się nieuleczalnie chorzy, czynni alkoholicy, przeważnie bezdomni, którzy ze względu na swoją sytuację życiową i wymogi systemowe nie mogli podjąć skutecznej terapii.  Zatrudnieni „aktorzy” odgrywać mieli rolę pacjentów. Miejsce lekarzy, których zadaniem była rozmowa z pacjentami, zajęli antropolodzy i badacze społeczni. Przychodnia była otwarta przez całą dobę. Bezdomni „aktorzy” drogą pantoflową roznieśli wieść o możliwości zarobienia pieniędzy i znalezienia schronienia w zamian za wcielenie się w rolę pacjenta i udzielenie wywiadu przed kamerą. Na początku niechętnie, a później ochoczo zajmowali  miejsca w poczekalni, pozwalając obserwować się tym, którzy stali po drugiej stronie witryny. Zbierając myśli, czekali na swoje wystąpienie.  Zapis odbywających się w gabinecie rozmów lekarzy z pacjentami stanowi esencję niniejszego numeru. ",0,320,[['']]
"
Mam na imię Jazz
","['Shelagh McNichols', 'Jazz Jennings', 'Jessica Herthel']","Historia transpłciowego dziecka oparta na prawdziwym doświadczeniu Jazz Jennings, rzeczniczki transdzieciaków na całym świecie. Od drugiego roku życia Jazz wiedziała, że ma mózg dziewczynki w chłopięcym ciele. Uwielbiała kolor różowy, kostiumy syrenek i źle się czuła w ubraniach dla chłopców. To niepokoiło jej rodzinę, dopóki rodzice nie zabrali dziecka do lekarza. Wytłumaczył im, że Jazz jest osobą transpłciową i taka się urodziła. Historia Jazz, oparta na jej prawdziwym doświadczeniu, jest opowiedziana w jasny i prosty sposób, co docenią zarówno dzieci, jak i ich rodzice oraz nauczyciele.",0,28,"[['Shelagh McNichols zilustrowała wiele książek dla dzieci, między innymi Mam na imię Jazz, The Perfect Pony i Little Ballet Star. Mieszka w Anglii.'], ['Jazz Jennings jest transkobietą, gwiazdą YouTube’a, modelką, aktywistką, autorką wspomnień Being Jazz. Dwukrotnie znalazła się na liście „najbardziej wpływowych nastolatek” magazynu „Time”. Była jedną z „czternastu nieustraszonych nastolatek” na liście Huffington Post i najmłodszą osobą w historii wymienioną w rankingu stu najbardziej wpływowych osób LGBTQ magazynu „Out”.foto:Steven Pisano'], ['Jessica Herthel jest prywatną konsultantką w szkołach LGBTQ-inkluzywnych i dyrektorką lokalnego oddziału PFLAG (największej w Stanach Zjednoczonych organizacji zrzeszającej rodziców osób LGBTQ). Wcześniej była dyrektorką Muzeum i Archiwum Stonewall w Fort Lauderdale (Floryda), redaktorką naczelną podręcznika LGBTQ dla szkolnej administracji i doradczynią do spraw programu w szkołach publicznych Broward County. Absolwentka Uniwersytetu Princeton i prawa na Uniwersytecie Harvarda.']]"
"
Niebo 1989
",['Marcin Teodorczyk']," We wsi Niebo położonej na Ziemi Lubuskiej wraz z kończącym się rokiem 1989 zapanował wielki entuzjazm. Wolność puka do drzwi, Ameryka wchodzi do telewizorów, łóżek i sklepów. Każdy z bohaterów znajduje cel i w każdym rodzą się aspiracje, które pchają ku nowej rzeczywistości. Romek marzy o Murzynce, którą zobaczył w filmie porno, Zbyszek o prawdziwej miłości, Kaśka o byciu obrotną kapitalistką, Jadźka o uwolnieniu z konwenansów wspólnoty i życiu po swojemu, Andrzejek o wyrwaniu się z Nieba (w czym pomaga mu odkrycie, że zawsze był inny), podobnie jak Hanka, która idzie na studia dzięki wstawiennictwu dyrektora kopalni.  Jedynie tatko o niczym nie marzy. W jego świecie pojawiają się duchy, odżywają w nim wspomnienia z czasów wojny i strach, że po upadku komuny Niemcy przyjdą po swoje ziemie. W tle rozgrywa się wielka polityka. Drożyzna w sklepach, inflacja, bezrobocie i widmo krachu gospodarki majaczą na horyzoncie, ale atmosfera radości sprawia, że można dokonywać rzeczy wielkich i wszystko jest możliwe. Powieść Marcina Teodorczyka inspirowana jest wspomnieniami z dzieciństwa z okresu transformacji. Jest swoistym rozliczeniem autora z przeszłością i wiejskim pochodzeniem, a równocześnie stanowi świetny portret bohaterów zmian ustrojowych z prowincji, których zapowiedzią są pirackie kasety wideo, rozluźnienie więzów z Kościołem i kradzione auta z Niemiec.",2019,288,"[['Ukończył filologię polską, gender studies i redakcję tekstu. Pracuje jako redaktor i współpracownik organizacji pozarządowych. Autor książki Zakaz wstępu! O młodzieżowej (pop)kulturze i relacjach społecznych, artykułów dotyczących młodzieży, mniejszości, osób wykluczonych społecznie, tekstów prozatorskich i dramatów. Mieszka w Warszawie.']]"
"
Lista. Dziennik 2005
",['Anda Rottenberg'],"Na początku roku 2005 Polską wstrząsnęła lista. Medialne show, podejrzenia i święte oburzenie mieszało się z kolejnymi sensacjami na temat tego, kto rzekomo ""donosił"". Anda Rottenberg przedstawia w tej książce zapis sześciu miesięcy swojego życia z listą, od momentu jej ogłoszenia do dnia, w którym uzyskała status pokrzywdzonej.  Warszawa, Wawer, Kraków i Paryż. Bliska emerytura i kolejne angaże. Wir pracy i chwila na refleksję. Błyskotliwe obserwacje dnia codziennego słynna polska kuratorka przeplata z ostrymi komentarzami na tematy towarzyskie i społeczne.",2019,224,"[['Anda Rottenberg (1944)', 'absolwentka historii sztuki Uniwersytetu Warszawskiego (1970). Autorka licznych wystaw, m.in.: Rzeźba w ogrodzie (1988), Gdzie jest brat twój, Abel? (1995), Warszawa-Moskwa 1900-2000 (2004), Obok. Tysiąc lat historii w sztuce (2011), Postęp i higiena (2014) oraz książek, m.in: Sztuka w Polsce 1945-2005 (2006), Przeciąg. Teksty o sztuce polskiej lat 80. (2009), autobiografii Proszę bardzo (2009) i wywiadu rzeki (wraz z Dorotą Jarecką) Rottenberg. Już trudno (2014). Prowadzi dział kultura w magazynie „Vogue Polska”. ']]"
"
Cięcia. Mówiona historia transformacji
",['Joanna Wawrzyniak'],"Jak wyglądała transformacja oczami pracowników i pracowniczek zakładów Wedla, które były przejmowane kolejno przez PepsiCo, Cadbury i azjatycki koncern Lotto Group? Jak widzieli ją ludzie związani zawodowo z przejętym przez Heinekena browarem w Żywcu, wykupionymi przez Nestle Winiarami czy Fabryką Samochodów Osobowych w Żeraniu, którą przejęło Daewoo i AvtoZaz? Socjolożki Aleksandra Leyk i Joanna Wawrzyniak postanowiły się tego dowiedzieć bezpośrednio od samych zainteresowanych. Rozmawiając z nimi i z pracownikami i pracownicami innych podmiotów, które przeszły drogę od socjalistycznej fabryki do międzynarodowej korporacji, autorki stworzyły brutalny i niejednoznaczny obraz polskiej transformacji.  ",2019,528,"[['Socjolożka i historyczka, pracuje w Instytucie Socjologii Uniwersytetu Warszawskiego, gdzie kieruje Pracownią Pamięci Społecznej. Autorka licznych prac z zakresu historii społecznej, intelektualnej, socjologii pracy i pamięci zbiorowej. Wydała między innymi książki: Memory and Change in Europe: Eastern Perspectives (z Małgorzatą Pakier; 2016); Enemy on Display: The Second World War in Eastern European Museums (z Zuzanną Bogumił et al; 2015); Veterans, Victims and Memory: The Politics of the Second World War in Communist Poland (2015); Stefan Czarnowski: Listy do Henri Huberta i Marcela Maussa (z Kornelią Kończal; 2015); Buntownicy. Polskie lata 70. i 80. (z Anką Grupińską; 2011); ZBoWiD i pamięć drugiej wojny światowej (2009); ZMP w terenie (2000).']]"
"
Czy psychodeliki uratują świat?
",['Maciej Lorenc'],"Po niemal pięciu dekadach wojny z narkotykami ugruntowane przekonanie o szkodliwości wszelkich substancji psychoaktywnych zaczyna rozpadać się pod naporem kolejnych dowodów naukowych.  Badania pokazują, że psychodeliki mogą pomagać w leczeniu depresji, stresu pourazowego, uzależnień i lęku związanego z chorobami terminalnymi, ale również poprawiać jakość życia u osób, które nie mają żadnych dolegliwości. Doświadczenia mistyczne wywołane za pomocą tych substancji sprawiają, że z większym zrozumieniem podchodzimy do własnej osoby, innych ludzi i ekologii naszej planety. W odpowiednich warunkach prawie każdy może przeżyć tego rodzaju stany.  Maciej Lorenc rozmawia z czołowymi ekspertami odpowiedzialnymi za renesans psychodeliczny i zgłębia wraz z nimi zagadnienia z różnych dziedzin - między innymi neuronauki, psychofarmakologii, psychologii, antropologii, religioznawstwa i polityki narkotykowej. Dzięki tej książce poszerzysz swoją perspektywę prawie jak po zażyciu LSD.",0,320,"[['Socjolog, tłumacz, współpracownik Polskiej Sieci Polityki Narkotykowej i Społecznej Inicjatywy Narkopolityki, współtwórca magazynu Trans/Wizje (2011-2015).Fot. Jakub Celej']]"
"
Jak u Barei,  czyli kto to powiedział
",['Rafał Dajbor'],"Mówimy: „Jak z Barei” i „Bareja wiecznie żywy”, dialogi z Misia czy Co mi zrobisz, jak mnie złapiesz weszły do potocznego języka, a kadry z tych filmów pojawiają się w internetowych memach komentujących działania polityków. W 2019 roku, na dziewięćdziesiąte urodziny Stanisława Barei, Rafał Dajbor przypomina króla polskiej komedii poprzez jego aktorów i najsłynniejsze kwestie. Wszyscy znamy nieśmiertelne: „Jest zima, to musi być zimno” albo „Golę się, jem śniadanie, idę spać”, ale co tak naprawdę wiemy o ludziach, którzy wypowiedzieli je na ekranie? Każdy z bohaterów tej książki ma na swoim koncie niezapomniane epizody, ale ich życiorysy pełne są dramatycznych wydarzeń: alkoholizm, nieudane związki, frustracja zawodowa, występy w produkcjach uznawanych za „reżimowe”, przedwczesna śmierć. Poprzez anegdoty, wspomnienia rodziny i znajomych, cytaty z prasy, Dajbor odtwarza ich biografie i odkrywa kulisy powstania kultowych scen kina Barei.",2019,336,"[['Aktor i dziennikarz. Od 2002 roku występuje w Teatrze Żydowskim w Warszawie. Zagrał kilkadziesiąt niewielkich ról w polskich filmach i serialach, z czego największą popularność przyniosła mu postać ekologa Tomasza „Małego” Tusiewicza w Klanie. Kieruje fundacją Drugi Plan, która za cel stawia sobie ocalenie od zapomnienia mistrzów epizodu polskiego kina i telewizji.']]"
"
Krucjata polska
",[''],"Czemu od kilku lat każda szkoła, szpital, urząd są skrupulatnie ostemplowane krzyżami? Co robi ksiądz w radzie pedagogicznej? Czemu biskup żyjący w celibacie opiniuje edukację seksualną? Dlaczego molestator w sutannie nie trafia do więzienia? Polska to kraj, w którym Kościół ma szczególną pozycję. Sprawuje rząd dusz nad malejącą częścią społeczeństwa i większością politycznych elit. Jego majątek rośnie. Sprzyja mu dziś populistyczny rząd. Miał swoje zasługi w czasie „Solidarności”, za które do dziś jakby więcej mu wolno. I bez pardonu co rusz wchodzi Polkom i Polakom do domów, do łóżek, do głów. Toczy krucjatę – i tak jak przy poprzednich, nie zważa na ofiary. Dlatego w Polsce rośnie opór. Toczy się bitwa o świeckie państwo, poszanowanie konstytucji, wolność światopoglądową szkoły, pociągnięcie przestępców w sutannach do odpowiedzialności za molestowanie dzieci. O to, by wiara i religijne przekonania zostały oddelegowane tam, gdzie ich miejsce: do sfery prywatnej, a wyznawcami wiary byli tylko ci, którzy tego chcą, a nie państwo. Agata Diduszko-Zyglewska od lat walczy o wolną od kościelnego przymusu Polskę. Piórem i czynem. I przekonuje, żebyśmy do niej dołączyli - dla naszego wspólnego dobra.",2019,256,[]
"
50 twarzy Tindera
",['Joanna Jędrusik'],"Bridget Jones na ostro z kontem na Tinderze. Mniej o ciuchach. Więcej o seksie! Szukasz sensu na jedną noc? A może seksu na całe życie? Polizwiązku z kilkoma fajnymi osobami? Stałej, monogamicznej relacji? Dalej nie możesz znaleźć miłości? A może była, ale się skończyła? Na Tinderze możesz znaleźć to wszystko, a nawet więcej. Asia Jędrusik korzystała z tej apki tak intensywnie, że momentami aż bolał ją kciuk od przewijania potencjalnych partnerów. I tylko raz umówiła się na randkę z fanem Breivika. Czytając jej przygody na przemian chce się płakać i wybucha się śmiechem. Nie zdziw się jednak, gdy w przezabawnie opisywanych przez nią randkach, odnajdziesz portrety osób przypominające twoich znajomych. 50 twarzy Tindera to fascynujący autobiograficzny reportaż o poszukiwaniu bliskości, seksu i sensu, praktyczny poradnik randkowania i obsługi relacji damsko-męskich.",2019,288,"[['Joanna Jędrusik', 'kulturoznawczyni, przez lata na etacie w korpo. Prowadzi fanpejdża: Swipe me to the end of love. Lubi Balzaca i gry komputerowe.']]"
"
Kod kapitalizmu. Jak Gwiezdne Wojny, Coca-Cola...
",['Marcin Napiórkowski'],"Twoim życiem rządzi wszechpotężna, globalna organizacja.  Jej tajemny kod można odnaleźć w reklamach, przestrzeni publicznej, a coraz częściej również na naszych ciałach.  Wcale nie musisz być fanem piłki nożnej, słodkich gazowanych napojów czy sag dziejących się dawno temu w odległej galaktyce, żeby tego doświadczyć.  Niemal wszystko, co wiesz o świecie, przefiltrowane jest przez jej zaufanych ludzi. Pod ich wpływem wyobrażamy sobie przeszłość i snujemy plany na przyszłość.  Ta organizacja to – KAPITALIZM. Książka składa się z krótkich szkiców, których przedmiotem jest wszechobecna, niewidzialna mitologia. Poprzez korporacje, marki i franczyzy kapitalizm wychowuje nasze dzieci i podsuwa nam współczesne figury bohaterów (celebryci i antycelebryci); przemienia pracę z towaru w dar, za który należy się wdzięczność; kolonizuje nasze ciała i kanony piękna; wywiera wpływ na formy manifestowania naszej tożsamości narodowej (odzież patriotyczna!). Nawet to, w jaki sposób pijesz poranną kawę, zostało ukształtowane przez kod kapitalizmu.",0,424,"[['Dr hab. Marcin Napiórkowski', 'semiotyk kultury, badacz współczesnych mitów. Wykłada w Instytucie Kultury Polskiej UW. Pisuje regularnie w „Tygodniku Powszechnym”, a czasami też w innych miejscach. Autor książek Mitologia współczesna, Władza wyobraźni i Powstanie umarłych (nominowana do Złotej Róży dla najlepszej książki popularnonaukowej, Nagrody im. Długosza oraz Nagrody Historycznej im. Kazimierza Moczarskiego). Ciekawymi znaleziskami dzieli się na blogumitologiawspolczesna.plFot. Mikołaj Starzyński']]"
"
Porozmawiajmy jak dorośli. Jak walczyłem z...
",['Janis Warufakis'],"Niektórzy wchodzą w politykę w garniturze. Warufakis wjechał w nią na motorze w czarnej ramonesce.  Polityczna gra na przetrzymanie, ciosy w plecy i zakulisowe gierki. Salonowe gry, których nie powstydziłby się nawet Watykan. Najbardziej kontrowersyjny ekonomista świata ujawnia sekrety swojej walki o Grecję z europejskimi instytucjami.  Co się dzieje, gdy zadzierasz z Unią Europejską i masz już 300 miliardów euro długu? Czy da się z nią twardo negocjować? Były grecki minister finansów w końcu doprowadził europejskie elity do wściekłości. Prawdziwa polityka jednak rozgrywała się, jak zawsze, za zamkniętymi drzwiami. O tym właśnie jest ta książka. ",0,480,"[['Janis Warufakis (1961)', 'ekonomista, specjalista w zakresie teorii gier, od stycznia do lipca 2015 roku minister finansów Grecji, założyciel ruchu DiEM25 (Democracy in Europe Movement 2025). Autor m.in. książek Globalny Minotaur (2016), A słabi muszą ulegać (Wydawnictwo Krytyki Politycznej, 2017).foto:Matthew LloydBloomberg | Getty Images']]"
"
Rado Boy
",['Dorota Jaworska'],"Polubiłeś „Fanfika”? Pokochasz „Rado Boya”!  Kamil przygotowuje się do matury w prywatnym liceum, jest dobrym uczniem, atrakcyjnym chłopakiem, któremu pozornie niczego nie brakuje. Mimo to cierpi. Mieszka z rygorystyczną babcią, bo matka nie ma dla niego czasu, a ojciec dawno przepadł bez wieści. Od samotności ucieka w świat marzeń, muzyki i poezji. Latami dręczony przez Kubę, lidera szkolnych koszykarzy, stara się przetrwać, nie ulec pragnieniu śmierci. Przy życiu trzyma go niewytłumaczalna potrzeba odnalezienia ojca.  Wszystko zmienia spotkanie Kamila z młodym poetą-celebrytą Wojciechem Gierdoniem. Nieoczekiwana znajomość staje się początkiem nowego życia, pełnego nieznanych uczuć i zaskakujących wydarzeń. Choć często katastrofalne w skutkach, sprawią one, że Kamil nie tylko odkryje mroczne tajemnice własnej rodziny, w której nikt nie jest tym, za kogo się podawał, ale też  zostanie zmuszony do zmierzenia się z niełatwą prawdą o sobie.  Debiut literacki Doroty Jaworskiej wyrastający z doświadczeń osób, które przewinęły się przez jej życie, to pierwsza z cyklu opowieści poświęconych ofiarom wszechobecnej wokół nas przemocy wynikającej z uprzedzeń, kompleksów, nałogów, strachu, niewiedzy czy  zazdrości. Historia ta dedykowana jest tym wszystkim, którzy mają odwagę być sobą, nawet za cenę samotności czy cierpienia. ",2019,292,"[['Nauczycielka, która mówi o sobie, że dzięki pracy z młodzieżą nie ma jak porządnie się zestarzeć; pasjonatka bliskich i dalekich podróży, choć jako miłośniczka piłki nożnej uprawia również turystykę stadionową. W swoim życiu zajmowała się niemal wszystkim, od pracy w sklepie żelaznym podczas studiów, poprzez wyczerpującą aktywność społeczną, rwanie francuskich winogron aż po inspirujące doświadczenia w domu teściowej Erica Hobsbawma. Przez przypadek wkręcona w świat ludzi spod znaku LGBT, swoimi działaniami spłaca dług wobec tych, którzy podali jej rękę w trudnych chwilach. Publikowała m. in. w ""Replice"". ""Rado Boy"" to jej debiut książkowy.']]"
"
Fanfik
",['Natalia Osińska'],"Coś mu mówiło, że może jednak powinien więcej rozmawiać ze swoim dzieckiem. Nie bardzo wiedział, jak w ogóle podjąć rozmowę. W końcu wymyślił: – Czytałaś ostatnio coś ciekawego?Zdziwione spojrzenie sennych oczu.– Tak, mprega o Fiyero.– Słucham?– To był crossover – dodała Tosia z pewnym ożywieniem. – Z uniwersum Avengersów. Fiyero był tam superbohaterem i przyjaźnił się z Tonym Starkiem.– To jakaś książka? – spytał Marcin, bardzo starając się wykazać zainteresowanie tematem.– Nie, fanfik.– To znaczy?– To takie opowiadanie w obrębie fandomu – odpowiedziała cierpliwie Tosia. – Albo dwóch.– Kto je napisał?Tosia wzruszyła ramionami.– Nie wiem. Jakaś dziewczyna ze Stanów.– Czytasz po angielsku? – spytał Marcin z rozpaczą.– No chyba – mruknęła Tosia pod nosem. – Po polsku trudno znaleźć dobry slash o Wicked.– Aha – odparł Marcin. – To dobrze – dodał bez przekonania. – Przynajmniej poznajesz język. Szesnastoletnia Tosia dochodzi do wniosku, że nie chce już być grzeczną dziewczynką. W zasadzie... czy ona w ogóle chce być dziewczynką? A może nigdy nią nie była?",2016,400,"[['Natalia Osińska - absolwentka Filologii Polskiej na Uniwersytecie im. Adama Mickiewicza w Poznaniu. Osiem lat przy taśmie w korporacji. Jedno oko w książkach, drugie w internecie.']]"
